pokemon_name,card_id,card_number,set_name,set_slug,variant,rarity,currency,market,ebay_avg_price,ebay_low_price,ebay_high_price,ebay_sale_count,ebay_avg_1d,ebay_avg_7d,ebay_avg_30d,ebay_median_3d,ebay_median_7d,ebay_median_30d,tcgplayer_avg_price,tcgplayer_low_price,tcgplayer_high_price,tcgplayer_sale_count,tcgplayer_avg_1d,tcgplayer_avg_7d,tcgplayer_avg_30d,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,last_updated,image_url,popularity_rank,popularity_score
Parasect,019c3ac3-ec71-70da-b908-90b9ebb91380,047/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.07,1.07,1.07,27.0,1.99,1.5300001,1.5300001,1.07,1.07,1.07,0.09,0.01,0.25,3556.0,0.1,0.09714286,0.1132258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2f7b51cd9e0235f7.webp,116.0,24.1
Venonat,019bffaa-1a47-7762-8bb3-ffa185a08331,048/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.0,2.0,2.0,51.0,1.7,1.8307142,1.863125,2.0,1.85,1.9,0.23,0.2,0.29,3695.0,0.22,0.23857144,0.20580645,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/59f939eb14864322.webp,84.0,45.22
Venonat,019c3ac3-ec71-70da-b908-9447b8079aa5,048/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,2.49,2.49,2.49,25.0,1.88,2.185,2.185,2.49,2.49,1.88,0.11,0.05,0.25,3438.0,0.1,0.09142857,0.090322584,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/59f939eb14864322.webp,84.0,45.22
Venomoth,019bffaa-1a47-7762-8bb4-018b7ed422a5,049/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,3.19,3.19,3.19,60.0,2.09,1.8657143,1.8163637,2.64,2.09,1.75,0.26,0.27,0.32,4073.0,0.26,0.30571428,0.29096773,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cb650d79c07a5eb1.webp,118.0,22.78
Venomoth,019c3ac3-ec71-70da-b908-987a7a55f3bb,049/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.88,1.88,1.88,24.0,,,,1.88,1.88,1.88,0.12,0.12,0.12,4035.0,0.12,0.11,0.14903226,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cb650d79c07a5eb1.webp,118.0,22.78
Diglett,019bffaa-1a47-7762-8bb4-04f4235620c7,050/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,48.0,2.39,1.80375,1.80375,0.99,0.99,1.99,0.28,0.29,0.31,3574.0,0.26,0.26142856,0.23483871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/288ab5c088a71043.webp,122.0,20.14
Diglett,019c3ac3-ec71-70da-b908-9c1d79750522,050/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.0,1.0,1.0,19.0,1.49,1.37,1.37,1.245,1.245,1.37,0.08,0.01,0.01,4353.0,0.08,0.09428571,0.1016129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/288ab5c088a71043.webp,122.0,20.14
Dugtrio,019bffaa-1a47-7762-8bb4-08a1df582042,051/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.115,0.99,1.24,35.0,1.46,1.5914286,1.5914286,1.24,1.35,1.475,0.24,0.25,0.25,2102.0,0.24,0.24285714,0.23354839,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2a24576b6c8045b2.webp,97.0,36.64
Dugtrio,019c3ac3-ec71-70da-b908-a3cf77403051,051/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.98,1.98,1.98,30.0,1.89,1.572,1.572,1.98,1.935,1.89,0.12,0.01,0.25,3390.0,0.12,0.122857146,0.12612903,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/2a24576b6c8045b2.webp,97.0,36.64
Meowth,019bffaa-1a47-7762-8bb4-0f75b7fbb4cd,052/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.75,1.75,1.75,79.0,1.75,1.7464286,1.7982143,1.75,1.75,1.89,0.25,0.29,0.3,4417.0,0.25,0.25428572,0.26516128,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1cca2db254fb2c09.webp,85.0,44.56
Meowth,019c3ac3-ec71-70da-b908-a710e05b27b7,052/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.615,1.49,1.74,64.0,1.79,1.7485714,1.7866666,1.74,1.745,1.75,0.18,0.15,0.4,5548.0,0.18,0.14,0.13741936,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1cca2db254fb2c09.webp,85.0,44.56
Meowth,019bffab-58b9-77cf-912c-e9d78a420c0f,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a13e4967b525cf66.webp,85.0,44.56
Persian,019bffaa-1a47-7762-8bb4-117c6fc6985d,053/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,0.99,0.99,0.99,51.0,1.74,1.5628572,1.5628572,1.365,1.365,1.55,0.29,0.25,0.3,4212.0,0.29,0.30571428,0.28,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0bce957411c376e0.webp,87.0,43.24
Persian,019c3ac3-ec71-70da-b908-abef4f3ab0bc,053/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.82,1.65,1.99,32.0,1.89,1.9,1.9,1.82,1.82,1.94,0.18,0.15,0.15,4382.0,0.19,0.17714286,0.16548388,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0bce957411c376e0.webp,87.0,43.24
Psyduck,019bffaa-1a47-7762-8bb4-14cde402e8c8,054/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.5,1.5,1.5,127.0,1.99,1.9,1.8852632,1.99,1.99,1.99,0.48,0.38,0.7,6977.0,0.45,0.41714287,0.38709676,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/61e385241fac3191.webp,76.0,50.5
Psyduck,019bffab-58b9-77cf-912b-85b80f213688,175/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,67.0,67.0,67.0,104.0,71.0,68.49643,63.63139,65.0,67.0,63.0,80.91,80.91,80.91,5395.0,80.91,75.77,68.76419,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/99a85042aef0a299.webp,76.0,50.5
Psyduck,019c3ac3-ec71-70da-b908-acc129d7b3d4,054/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.89,1.89,1.89,93.0,1.99,2.2028573,2.0133333,1.99,1.99,1.99,0.21,0.17,0.4,10104.0,0.2,0.18714286,0.19387096,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/61e385241fac3191.webp,76.0,50.5
Golduck,019bffaa-1a47-7762-8bb4-18950e4e2eab,055/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.495,1.0,1.99,39.0,1.99,1.8312501,1.8312501,1.495,1.495,1.99,0.26,0.29,0.29,3929.0,0.25,0.29,0.27096775,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6ad08f0c64003830.webp,64.0,58.42
Golduck,019c3ac3-ec71-70da-b908-b24f0d5bcba5,055/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.89,1.89,1.89,23.0,1.99,1.9399999,1.9399999,1.89,1.94,1.94,0.11,0.02,0.25,2829.0,0.11,0.10285714,0.12225807,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6ad08f0c64003830.webp,64.0,58.42
Mankey,019bffaa-1a47-7762-8bb4-1f67da92e439,056/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,42.0,1.39,1.28,1.28,0.99,1.39,1.425,0.28,0.29,0.3,3572.0,0.29,0.28428572,0.2416129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c2f5c8c718cc4885.webp,114.0,25.42
Mankey,019c3ac3-ec71-70da-b908-b61414ec3585,056/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,21.0,1.0,1.37,1.37,1.99,1.495,1.245,0.1,0.01,0.01,3845.0,0.1,0.09142857,0.10032258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c2f5c8c718cc4885.webp,114.0,25.42
Primeape,019bffaa-1a47-7762-8bb4-23d8483abcb8,057/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.5,1.5,1.5,30.0,1.45,1.424,1.424,1.475,1.45,1.455,0.26,0.27,0.29,3890.0,0.26,0.28,0.26548386,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9f1b82f1bf9f5554.webp,59.0,61.72
Primeape,019c3ac3-ec71-70da-b908-ba02788372e5,057/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.79,1.79,1.79,24.0,1.69,1.7457143,1.7457143,1.74,1.74,1.835,0.13,0.02,0.02,3749.0,0.15,0.11857143,0.106451616,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9f1b82f1bf9f5554.webp,59.0,61.72
Growlithe,019bffaa-1a47-7762-8bb4-24173ee8cd68,058/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.8,1.8,1.8,32.0,1.44,2.09,2.09,1.49,1.49,1.645,0.28,0.25,0.4,4252.0,0.28,0.28428572,0.26903227,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4d12d0e1694c55c8.webp,23.0,85.48
Growlithe,019c3ac3-ec71-70da-b908-bf1659fe3ed2,058/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,15.0,1.99,1.9866667,1.9866667,1.98,1.98,1.99,0.12,0.25,0.25,5225.0,0.12,0.1,0.12419355,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4d12d0e1694c55c8.webp,23.0,85.48
Arcanine,019bffaa-1a47-7762-8bb4-296428d33a65,059/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.99,1.99,1.99,32.0,2.25,2.078,2.078,1.99,2.12,2.12,0.33,0.29,0.44,5179.0,0.33,0.32285714,0.30935484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f7dedbc36c02d5cf.webp,3.0,98.68
Arcanine,019c3ac3-ec71-70da-b908-c1f43f2fe302,059/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,22.0,1.79,2.2383335,2.2383335,1.99,1.99,2.09,0.26,0.25,0.4,2065.0,0.25,0.20714286,0.22548386,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f7dedbc36c02d5cf.webp,3.0,98.68
Arcanine,019bffab-58b9-77cf-912c-cfd03260b04f,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8c915674259d2504.webp,3.0,98.68
Poliwag,019bffaa-1a47-7762-8bb4-2fd41d49afbb,060/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.85,1.85,1.85,51.0,1.99,1.5771428,1.5771428,1.99,1.92,1.85,0.23,0.29,0.29,4202.0,0.22,0.24857143,0.2667742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/886ba0bda715b98a.webp,88.0,42.58
Poliwag,019c3ac3-ec71-70da-b908-c7710df17e6c,060/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,35.0,2.19,1.8314286,1.81375,2.19,2.09,1.935,0.12,0.25,0.25,4907.0,0.11,0.12571429,0.11903226,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/886ba0bda715b98a.webp,88.0,42.58
Poliwag,019bffab-58b9-77cf-912c-da55d57d30e6,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/568d05f18b3f9185.webp,88.0,42.58
Poliwhirl,019bffaa-1a47-7762-8bb4-3326a0840d3f,061/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,3.53,3.07,3.99,102.0,3.25,2.6785715,2.5877273,3.53,3.16,2.62,2.42,1.75,8.99,5500.0,2.14,2.7257142,2.3761292,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/77c697224cc4b0b8.webp,83.0,45.88
Poliwhirl,019bffab-58b9-77cf-912b-82d1c98aadda,176/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,51.111668,40.0,56.0,468.0,48.0,48.182858,44.114483,50.0,49.0,44.99,56.0,55.95,55.95,6320.0,56.16,56.767143,51.713547,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fc10b88b1cc8c033.webp,83.0,45.88
Poliwhirl,019c3ac3-ec71-70da-b908-c97ac1ab8714,061/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,3.3,3.3,3.3,59.0,3.3,2.6757143,2.3331819,3.3,3.3,1.99,0.23,0.23,0.23,4719.0,0.23,0.20285714,0.19935484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/77c697224cc4b0b8.webp,83.0,45.88
Poliwrath,019bffaa-1a47-7762-8bb4-3744361775ff,062/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.99,1.99,1.99,66.0,1.99,2.0064285,2.0064285,1.99,1.99,1.95,0.28,0.29,0.3,4341.0,0.28,0.2742857,0.28354838,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7eac46fc1d2d234d.webp,51.0,67.0
Poliwrath,019c3ac3-ec71-70da-b908-cf9ed23af70e,062/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,32.0,2.0,1.6483333,1.6483333,1.995,1.995,1.835,0.15,0.15,0.15,1675.0,0.15,0.13714285,0.15032259,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7eac46fc1d2d234d.webp,51.0,67.0
Abra,019bffaa-1a47-7762-8bb4-38a85deeefee,063/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.72,0.72,0.72,69.0,1.11,1.3233334,1.3233334,0.72,0.72,1.46,0.28,0.29,0.47,4512.0,0.28,0.29142857,0.2670968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a9982f46a581e5db.webp,58.0,62.38
Abra,019c3ac3-ec71-70da-b908-d3af0e87de28,063/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,3.59,3.59,3.59,199.0,2.99,2.5857143,2.215,2.97,2.545,2.39,0.11,0.11,0.11,5683.0,0.11,0.11,0.12064516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a9982f46a581e5db.webp,58.0,62.38
Kadabra,019bffaa-1a47-7762-8bb4-3d06b8e383ed,064/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.66,1.66,1.66,70.0,1.99,2.2157142,1.9916667,1.99,1.99,1.79,0.3,0.29,0.29,4943.0,0.3,0.28142858,0.28709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0e63b819bd4e190c.webp,42.0,72.94
Kadabra,019c3ac3-ec71-70da-b908-d4fb4e06c509,064/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,0.99,0.99,0.99,169.0,1.5,1.86,1.8847369,1.245,1.61,1.89,0.16,0.1,0.25,5478.0,0.16,0.15,0.18806452,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0e63b819bd4e190c.webp,42.0,72.94
Kadabra,019bffab-58b9-77cf-912c-df01bb94d795,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88e698ceba599b15.webp,42.0,72.94
Alakazam,019bffaa-1a47-7762-8bb4-411aa1e3d814,065/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,3.99,2.99,4.99,266.0,4.19,3.19,2.7396,3.59,2.99,2.75,2.28,2.04,5.4,11886.0,2.09,1.9757143,2.084516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f9bb7505055878ce.webp,11.0,93.4
Alakazam,019bffab-58b9-77cf-912b-3f5b297454ea,188/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,11.3,11.3,11.3,312.0,,,,15.24,14.49,14.85,15.39,12.24,19.94,5573.0,15.27,14.724286,14.670968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/e16cdcd2c19c0c4c.webp,11.0,93.4
Alakazam,019bffab-58b9-77cf-912b-b4cb57a7ddb5,201/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Special Illustration Rare,USD,US,71.055,66.0,79.06,407.0,73.0,76.86071,76.85667,72.64,73.1,75.0,85.26,85.26,85.26,4670.0,85.26,85.65143,81.355804,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c6cac0a3c3d45c9d.webp,11.0,93.4
Alakazam,019bffa9-14a4-732a-bc78-01a2ac44a30b,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/02db9da0d6fdc229.webp,11.0,93.4
Alakazam,019bffab-58b9-77cf-912c-4f265e049ce3,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/aa7b7e5c20840c70.webp,11.0,93.4
Alakazam,019bffac-ba77-77e9-b32e-76a598683719,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Code Card,USD,US,,,,,,,,,,,0.09,0.09,0.09,322.0,0.09,0.09,0.09290323,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bf12181ea054617e.webp,11.0,93.4
Machop,019bffaa-1a47-7762-8bb4-45af13bc40d4,066/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.0,1.0,1.0,38.0,1.57,1.4778571,1.475625,1.535,1.535,1.5,0.23,0.2,0.29,4076.0,0.22,0.24571429,0.21451613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/735ef403484f2b57.webp,95.0,37.96
Machop,019c3ac3-ec71-70da-b908-da487b8cc141,066/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,2.19,2.19,2.19,22.0,1.25,1.4860001,1.4860001,2.19,1.72,1.25,0.09,0.02,0.25,4840.0,0.08,0.071428575,0.06870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/735ef403484f2b57.webp,95.0,37.96
Machop,019bffaa-1a47-7762-8bb4-494e36a9ecd7,067/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.5,1.5,1.5,47.0,1.99,1.3371428,1.585,1.745,1.48,1.48,0.31,0.29,0.29,3321.0,0.32,0.32,0.28387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0cd363feb27937b5.webp,95.0,37.96
Machop,019bffab-58b9-77cf-912b-67c4d73f2f4a,177/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,22.0,22.0,22.0,448.0,26.515,22.606428,24.791538,23.495,22.5,24.65,26.24,20.0,27.43,6843.0,27.55,27.885714,26.632257,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8e573b0c4a96626b.webp,95.0,37.96
Machop,019c3ac3-ec71-70da-b908-ddfe7379107e,067/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.6,2.6,2.6,21.0,2.6,5.438333,5.438333,2.6,2.6,2.6,0.19,0.19,0.19,4225.0,0.19,0.17,0.17709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0cd363feb27937b5.webp,95.0,37.96
Machoke,019bffaa-1a47-7762-8bb4-494e36a9ecd7,067/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.5,1.5,1.5,47.0,1.99,1.3371428,1.585,1.745,1.48,1.48,0.31,0.29,0.29,3321.0,0.32,0.32,0.28387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0cd363feb27937b5.webp,71.0,53.8
Machoke,019bffab-58b9-77cf-912b-67c4d73f2f4a,177/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,22.0,22.0,22.0,448.0,26.515,22.606428,24.791538,23.495,22.5,24.65,26.24,20.0,27.43,6843.0,27.55,27.885714,26.632257,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8e573b0c4a96626b.webp,71.0,53.8
Machoke,019c3ac3-ec71-70da-b908-ddfe7379107e,067/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.6,2.6,2.6,21.0,2.6,5.438333,5.438333,2.6,2.6,2.6,0.19,0.19,0.19,4225.0,0.19,0.17,0.17709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/0cd363feb27937b5.webp,71.0,53.8
Machamp,019bffaa-1a47-7762-8bb4-4ef0a99f1c96,068/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,1.69,1.69,1.69,100.0,1.99,2.059,2.059,1.69,1.69,2.12,1.26,0.5,1.91,5665.0,1.23,1.2,1.0596666,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bb446b0554009218.webp,43.0,72.28
Machamp,019c3ac3-ec71-70da-b908-e36a7002a188,068/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,0.99,0.99,0.99,103.0,1.95,1.595,1.578125,0.99,1.75,1.645,0.32,0.2,0.4,2900.0,0.32,0.29142857,0.27483872,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bb446b0554009218.webp,43.0,72.28
Machamp,019bffab-58b9-77cf-912c-e16586a24924,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f6962a0dacc93777.webp,43.0,72.28
Bellsprout,019bffaa-1a47-7762-8bb4-971607913a26,069/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.865,1.57,2.16,39.0,1.57,1.447,1.447,1.57,1.57,1.57,0.23,0.29,0.3,3935.0,0.25,0.25285715,0.25903225,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/453b970420f0b7a8.webp,136.0,10.9
Bellsprout,019c3ac3-ec71-70da-b908-e4388d83f975,069/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.98,1.98,1.98,20.0,1.22,1.6,1.6,1.98,1.98,1.6,0.06,0.01,0.01,1866.0,0.07,0.08,0.09290323,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/453b970420f0b7a8.webp,136.0,10.9
Weepinbell,019bffaa-1a47-7762-8bb4-a123b646d047,070/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,6.06,6.06,6.06,93.0,2.0,2.847143,2.7325,4.03,2.23,2.28,2.08,3.14,3.14,4852.0,2.03,2.0614285,1.9212903,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f1d339109d351587.webp,140.0,8.26
Weepinbell,019c3ac3-ec71-70da-b908-e81c3be88231,070/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.25,1.25,1.25,60.0,2.74,1.895,1.895,1.995,2.49,1.745,0.18,0.15,0.15,1448.0,0.19,0.18142857,0.16096774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f1d339109d351587.webp,140.0,8.26
Victreebel,019bffaa-1a47-7762-8bb4-a42e652d247c,071/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.0,2.0,2.0,52.0,2.105,1.6892858,1.7083334,2.0,2.0,1.645,0.24,0.24,0.29,3971.0,0.23,0.24428572,0.24258065,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1f0b194914b006d7.webp,93.0,39.28
Victreebel,019c3ac3-ec71-70da-b908-ec548bf4b8f3,071/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.3,1.3,1.3,32.0,2.69,1.8683333,1.8683333,1.995,1.895,1.895,0.13,0.04,0.04,4171.0,0.13,0.13,0.14225806,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1f0b194914b006d7.webp,93.0,39.28
Tentacool,019bffaa-1a47-7762-8bb4-abc5fe4c1d50,072/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.89,1.89,1.89,38.0,1.89,1.7285714,1.7268751,1.89,1.89,1.89,0.22,0.19,0.29,3746.0,0.22,0.22142857,0.21064515,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/55dfbb6c1867672a.webp,139.0,8.92
Tentacool,019c3ac3-ec71-70da-b908-f38ecad81afd,072/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,17.0,1.98,2.1566668,2.1566668,1.99,1.99,1.99,0.07,0.1,0.25,4291.0,0.06,0.05142857,0.06612903,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/55dfbb6c1867672a.webp,139.0,8.92
