pokemon_name,card_id,card_number,set_name,rarity,variant,popularity_rank,popularity_score,market_avg_price,ebay_avg_price,tcgplayer_avg_price,market_avg_7d_price,market_avg_30d_price,ebay_avg_7d,ebay_avg_30d,tcgplayer_avg_7d,tcgplayer_avg_30d,total_sales,ebay_sale_count,tcgplayer_sale_count,ebay_premium,ebay_low_price,ebay_median_3d,ebay_median_7d,ebay_median_30d,ebay_high_price,tcgplayer_low_price,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,tcgplayer_high_price,price_7d_avg,price_30d_avg,price_90d_avg,price_1y_avg,price_momentum,price_volatility
Parasect,019bffaa-1a47-7762-8bb3-f94c78502ffa,047/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,116.0,24.1,0.965,1.66,0.27,1.09964285,1.0973387,1.935,1.935,0.2642857,0.2596774,3819.0,42.0,3777.0,1.39,1.66,1.66,1.66,1.99,1.66,0.25,,,,0.29,0.41888888888888887,0.37133333333333324,0.37133333333333324,0.37133333333333324,-27.289048473967657,0.4440932903959625
Parasect,019c3ac3-ec71-70da-b908-90b9ebb91380,047/165,SV: Scarlet & Violet 151,Uncommon,Normal,116.0,24.1,0.5800000000000001,1.07,0.09,0.81357148,0.82161295,1.5300001,1.5300001,0.09714286,0.1132258,3583.0,27.0,3556.0,0.98,1.07,1.07,1.07,1.07,1.07,0.01,,,,0.25,0.09875,0.1463333333333333,0.1463333333333333,0.1463333333333333,-38.496583143507955,0.1762342354570372
Venonat,019bffaa-1a47-7762-8bb3-ffa185a08331,048/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,84.0,45.22,1.115,2.0,0.23,1.03464282,1.034465725,1.8307142,1.863125,0.23857144,0.20580645,3746.0,51.0,3695.0,1.77,2.0,2.0,1.85,1.9,2.0,0.2,,,,0.29,0.23375,0.40177419354838717,0.40177419354838717,0.40177419354838717,-42.753914090726624,0.5242336444549268
Venonat,019c3ac3-ec71-70da-b908-9447b8079aa5,048/165,SV: Scarlet & Violet 151,Common,Normal,84.0,45.22,1.3,2.49,0.11,1.138214285,1.137661292,2.185,2.185,0.09142857,0.090322584,3463.0,25.0,3438.0,2.3800000000000003,2.49,2.49,2.49,1.88,2.49,0.05,,,,0.25,0.08875,0.08933333333333333,0.08933333333333333,0.08933333333333333,23.134328358208954,0.012576204496597129
Venomoth,019bffaa-1a47-7762-8bb4-018b7ed422a5,049/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,118.0,22.78,1.725,3.19,0.26,1.08571429,1.053665715,1.8657143,1.8163637,0.30571428,0.29096773,4133.0,60.0,4073.0,2.93,3.19,2.64,2.09,1.75,3.19,0.27,,,,0.32,0.771,0.7253333333333333,0.7253333333333333,0.7253333333333333,-64.15441176470587,0.7932722858768165
Venomoth,019c3ac3-ec71-70da-b908-987a7a55f3bb,049/165,SV: Scarlet & Violet 151,Uncommon,Normal,118.0,22.78,1.0,1.88,0.12,0.11,0.14903226,,,0.11,0.14903226,4059.0,24.0,4035.0,1.7599999999999998,1.88,1.88,1.88,1.88,1.88,0.12,,,,0.12,0.30777777777777776,0.20666666666666667,0.20666666666666667,0.20666666666666667,-41.935483870967744,0.31837229706780373
Diglett,019bffaa-1a47-7762-8bb4-04f4235620c7,050/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,122.0,20.14,0.635,0.99,0.28,1.03258928,1.019294355,1.80375,1.80375,0.26142856,0.23483871,3622.0,48.0,3574.0,0.71,0.99,0.99,0.99,1.99,0.99,0.29,,,,0.31,0.45599999999999996,0.48816666666666675,0.48816666666666675,0.48816666666666675,-42.64254011608058,0.603141893486235
Diglett,019c3ac3-ec71-70da-b908-9c1d79750522,050/165,SV: Scarlet & Violet 151,Common,Normal,122.0,20.14,0.54,1.0,0.08,0.7321428550000001,0.7358064500000001,1.37,1.37,0.09428571,0.1016129,4372.0,19.0,4353.0,0.92,1.0,1.245,1.245,1.37,1.0,0.01,,,,0.01,0.09625,0.10299999999999998,0.10299999999999998,0.10299999999999998,-22.330097087378626,0.032710854467592254
Dugtrio,019bffaa-1a47-7762-8bb4-08a1df582042,051/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,97.0,36.64,0.6775,1.115,0.24,0.91714287,0.912488495,1.5914286,1.5914286,0.24285714,0.23354839,2137.0,35.0,2102.0,0.875,0.99,1.24,1.35,1.475,1.24,0.25,,,,0.25,0.24375,0.42919354838709683,0.42919354838709683,0.42919354838709683,-44.08117249154454,0.4710238790376301
Dugtrio,019c3ac3-ec71-70da-b908-a3cf77403051,051/165,SV: Scarlet & Violet 151,Uncommon,Normal,97.0,36.64,1.05,1.98,0.12,0.8474285730000001,0.849064515,1.572,1.572,0.122857146,0.12612903,3420.0,30.0,3390.0,1.86,1.98,1.98,1.935,1.89,1.98,0.01,,,,0.25,0.1225,0.27499999999999997,0.27499999999999997,0.27499999999999997,-56.36363636363636,0.4794303372502225
Meowth,019bffaa-1a47-7762-8bb4-0f75b7fbb4cd,052/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,85.0,44.56,1.0,1.75,0.25,1.00035716,1.03168779,1.7464286,1.7982143,0.25428572,0.26516128,4496.0,79.0,4417.0,1.5,1.75,1.75,1.75,1.89,1.75,0.29,,,,0.3,0.5936363636363636,0.6608333333333333,0.6608333333333333,0.6608333333333333,-62.16897856242119,0.7077356843134128
Meowth,019c3ac3-ec71-70da-b908-a710e05b27b7,052/165,SV: Scarlet & Violet 151,Common,Normal,85.0,44.56,0.8975,1.615,0.18,0.9442857,0.96204298,1.7485714,1.7866666,0.14,0.13741936,5612.0,64.0,5548.0,1.435,1.49,1.74,1.745,1.75,1.74,0.15,,,,0.4,0.6204166666666667,0.5115,0.5115,0.5115,-64.80938416422288,0.7623321183189711
Meowth,019bffab-58b9-77cf-912c-e9d78a420c0f,,SV: Scarlet & Violet 151,,Normal,85.0,44.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian,019bffaa-1a47-7762-8bb4-117c6fc6985d,053/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,87.0,43.24,0.64,0.99,0.29,0.93428574,0.9214286,1.5628572,1.5628572,0.30571428,0.28,4263.0,51.0,4212.0,0.7,0.99,1.365,1.365,1.55,0.99,0.25,,,,0.3,0.3025,0.48466666666666663,0.48466666666666663,0.48466666666666663,-40.16506189821183,0.49327011089143696
Persian,019c3ac3-ec71-70da-b908-abef4f3ab0bc,053/165,SV: Scarlet & Violet 151,Uncommon,Normal,87.0,43.24,1.0,1.82,0.18,1.03857143,1.03274194,1.9,1.9,0.17714286,0.16548388,4414.0,32.0,4382.0,1.64,1.65,1.82,1.82,1.94,1.99,0.15,,,,0.15,0.1725,0.27699999999999997,0.27699999999999997,0.27699999999999997,-35.01805054151624,0.4298849084147507
Psyduck,019bffaa-1a47-7762-8bb4-14cde402e8c8,054/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,76.0,50.5,0.99,1.5,0.48,1.158571435,1.13617998,1.9,1.8852632,0.41714287,0.38709676,7104.0,127.0,6977.0,1.02,1.5,1.99,1.99,1.99,1.5,0.38,,,,0.7,0.9388888916666666,0.95422222,0.95422222,0.95422222,-49.69725186235969,0.7674163877321738
Psyduck,019bffab-58b9-77cf-912b-85b80f213688,175/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,76.0,50.5,73.955,67.0,80.91,72.133215,66.19779,68.49643,63.63139,75.77,68.76419,5499.0,104.0,5395.0,-13.909999999999997,67.0,65.0,67.0,63.0,67.0,80.91,,,,80.91,72.63153846153847,70.12698929032257,70.12698929032257,70.12698929032257,15.376406172288744,5.859736995083961
Psyduck,019c3ac3-ec71-70da-b908-acc129d7b3d4,054/165,SV: Scarlet & Violet 151,Common,Normal,76.0,50.5,1.05,1.89,0.21,1.1950000799999998,1.10360213,2.2028573,2.0133333,0.18714286,0.19387096,10197.0,93.0,10104.0,1.68,1.89,1.99,1.99,1.99,1.89,0.17,,,,0.4,0.538,0.6851612903225807,0.6851612903225807,0.6851612903225807,-69.35028248587571,0.8578961513211333
Golduck,019bffaa-1a47-7762-8bb4-18950e4e2eab,055/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,64.0,58.42,0.8775000000000001,1.495,0.26,1.06062505,1.051108925,1.8312501,1.8312501,0.29,0.27096775,3968.0,39.0,3929.0,1.235,1.0,1.495,1.495,1.99,1.99,0.29,,,,0.29,0.42166666666666663,0.3665,0.3665,0.3665,-29.058663028649384,0.3808410610649847
Golduck,019c3ac3-ec71-70da-b908-b24f0d5bcba5,055/165,SV: Scarlet & Violet 151,Uncommon,Normal,64.0,58.42,1.0,1.89,0.11,1.02142852,1.031128985,1.9399999,1.9399999,0.10285714,0.12225807,2852.0,23.0,2829.0,1.7799999999999998,1.89,1.89,1.94,1.94,1.89,0.02,,,,0.25,0.47400000000000003,0.242,0.242,0.242,-54.545454545454554,0.4625968677682173
Mankey,019bffaa-1a47-7762-8bb4-1f67da92e439,056/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,114.0,25.42,0.635,0.99,0.28,0.78214286,0.76080645,1.28,1.28,0.28428572,0.2416129,3614.0,42.0,3572.0,0.71,0.99,0.99,1.39,1.425,0.99,0.29,,,,0.3,0.35777777777777775,0.3456666666666666,0.3456666666666666,0.3456666666666666,-18.99710703953711,0.3254247445536619
Mankey,019c3ac3-ec71-70da-b908-b61414ec3585,056/165,SV: Scarlet & Violet 151,Common,Normal,114.0,25.42,1.045,1.99,0.1,0.730714285,0.7351612900000001,1.37,1.37,0.09142857,0.10032258,3866.0,21.0,3845.0,1.89,1.99,1.99,1.495,1.245,1.99,0.01,,,,0.01,0.0925,0.23966666666666667,0.23966666666666667,0.23966666666666667,-58.27538247566064,0.44523905499400435
Primeape,019bffaa-1a47-7762-8bb4-23d8483abcb8,057/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,59.0,61.72,0.88,1.5,0.26,0.852,0.84474193,1.424,1.424,0.28,0.26548386,3920.0,30.0,3890.0,1.24,1.5,1.475,1.45,1.455,1.5,0.27,,,,0.29,0.518,0.4163333333333333,0.4163333333333333,0.4163333333333333,-37.55004003202561,0.43298071417855866
Primeape,019c3ac3-ec71-70da-b908-ba02788372e5,057/165,SV: Scarlet & Violet 151,Uncommon,Normal,59.0,61.72,0.96,1.79,0.13,0.932142865,0.926082958,1.7457143,1.7457143,0.11857143,0.106451616,3773.0,24.0,3749.0,1.66,1.79,1.74,1.74,1.835,1.79,0.02,,,,0.02,0.11625,0.16366666666666668,0.16366666666666668,0.16366666666666668,-20.570264765784117,0.3075877596476451
Growlithe,019bffaa-1a47-7762-8bb4-24173ee8cd68,058/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,23.0,85.48,1.04,1.8,0.28,1.18714286,1.179516135,2.09,2.09,0.28428572,0.26903227,4284.0,32.0,4252.0,1.52,1.8,1.49,1.49,1.645,1.8,0.25,,,,0.4,0.55,0.5353333333333334,0.5353333333333334,0.5353333333333334,-47.6961394769614,0.7600532346751969
Growlithe,019c3ac3-ec71-70da-b908-bf1659fe3ed2,058/165,SV: Scarlet & Violet 151,Common,Normal,23.0,85.48,1.05,1.98,0.12,1.04333335,1.055430125,1.9866667,1.9866667,0.1,0.12419355,5240.0,15.0,5225.0,1.86,1.98,1.98,1.98,1.99,1.98,0.25,,,,0.25,0.10125,0.3043333333333333,0.3043333333333333,0.3043333333333333,-60.569550930996705,0.5712338933567757
Arcanine,019bffaa-1a47-7762-8bb4-296428d33a65,059/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,3.0,98.68,1.16,1.99,0.33,1.20042857,1.19367742,2.078,2.078,0.32285714,0.30935484,5211.0,32.0,5179.0,1.66,1.99,1.99,2.12,2.12,1.99,0.29,,,,0.44,0.5055555555555555,0.5703333333333334,0.5703333333333334,0.5703333333333334,-42.13909994155465,0.666444416976795
Arcanine,019c3ac3-ec71-70da-b908-c1f43f2fe302,059/165,SV: Scarlet & Violet 151,Uncommon,Normal,3.0,98.68,1.125,1.99,0.26,1.22273818,1.23190868,2.2383335,2.2383335,0.20714286,0.22548386,2087.0,22.0,2065.0,1.73,1.99,1.99,1.99,2.09,1.99,0.25,,,,0.4,0.40555555555555556,0.5516129032258065,0.5516129032258065,0.5516129032258065,-52.865497076023395,0.7775349800242369
Arcanine,019bffab-58b9-77cf-912c-cfd03260b04f,,SV: Scarlet & Violet 151,,Normal,3.0,98.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwag,019bffaa-1a47-7762-8bb4-2fd41d49afbb,060/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,88.0,42.58,1.04,1.85,0.23,0.912857115,0.9219585,1.5771428,1.5771428,0.24857143,0.2667742,4253.0,51.0,4202.0,1.62,1.85,1.99,1.92,1.85,1.85,0.29,,,,0.29,0.7145454545454546,0.5146666666666666,0.5146666666666666,0.5146666666666666,-55.31088082901554,0.5529527842494288
Poliwag,019c3ac3-ec71-70da-b908-c7710df17e6c,060/165,SV: Scarlet & Violet 151,Common,Normal,88.0,42.58,1.055,1.99,0.12,0.978571445,0.96639113,1.8314286,1.81375,0.12571429,0.11903226,4942.0,35.0,4907.0,1.87,1.99,2.19,2.09,1.935,1.99,0.25,,,,0.25,0.33555555555555555,0.52,0.52,0.52,-76.92307692307693,0.7612240596339012
Poliwag,019bffab-58b9-77cf-912c-da55d57d30e6,,SV: Scarlet & Violet 151,,Normal,88.0,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwhirl,019bffaa-1a47-7762-8bb4-3326a0840d3f,061/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,83.0,45.88,2.975,3.53,2.42,2.70214285,2.48192825,2.6785715,2.5877273,2.7257142,2.3761292,5602.0,102.0,5500.0,1.11,3.07,3.53,3.16,2.62,3.99,1.75,,,,8.99,2.7844444444444445,2.4006666666666665,2.4006666666666665,2.4006666666666665,0.8053318522632641,0.5117174148333025
Poliwhirl,019bffab-58b9-77cf-912b-82d1c98aadda,176/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,83.0,45.88,53.555834,51.111668,56.0,52.4750005,47.914015,48.182858,44.114483,56.767143,51.713547,6788.0,468.0,6320.0,-4.888331999999998,40.0,50.0,49.0,44.99,56.0,55.95,,,,55.95,52.99111119999999,51.67587638709678,51.67587638709678,51.67587638709678,8.367779929868659,4.938411477029335
Poliwhirl,019c3ac3-ec71-70da-b908-c97ac1ab8714,061/165,SV: Scarlet & Violet 151,Common,Normal,83.0,45.88,1.765,3.3,0.23,1.43928572,1.26626837,2.6757143,2.3331819,0.20285714,0.19935484,4778.0,59.0,4719.0,3.07,3.3,3.3,3.3,1.99,3.3,0.23,,,,0.23,0.819,0.8333333333333334,0.8333333333333334,0.8333333333333334,-72.4,1.1174612030088045
Poliwrath,019bffaa-1a47-7762-8bb4-3744361775ff,062/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,51.0,67.0,1.135,1.99,0.28,1.1403571,1.14498844,2.0064285,2.0064285,0.2742857,0.28354838,4407.0,66.0,4341.0,1.71,1.99,1.99,1.99,1.95,1.99,0.29,,,,0.3,0.583,0.5811666666666667,0.5811666666666667,0.5811666666666667,-51.82104961284772,0.6272101382082917
Poliwrath,019c3ac3-ec71-70da-b908-cf9ed23af70e,062/165,SV: Scarlet & Violet 151,Uncommon,Normal,51.0,67.0,1.07,1.99,0.15,0.892738075,0.899327945,1.6483333,1.6483333,0.13714285,0.15032259,1707.0,32.0,1675.0,1.84,1.99,1.995,1.995,1.835,1.99,0.15,,,,0.15,0.3433333333333334,0.36966666666666664,0.36966666666666664,0.36966666666666664,-59.42290351668169,0.5848340957401765
Abra,019bffaa-1a47-7762-8bb4-38a85deeefee,063/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,58.0,62.38,0.5,0.72,0.28,0.807380985,0.7952151000000001,1.3233334,1.3233334,0.29142857,0.2670968,4581.0,69.0,4512.0,0.4399999999999999,0.72,0.72,0.72,1.46,0.72,0.29,,,,0.47,0.41400000000000003,0.4036666666666667,0.4036666666666667,0.4036666666666667,-30.635838150289015,0.3674186124594251
Abra,019c3ac3-ec71-70da-b908-d3af0e87de28,063/165,SV: Scarlet & Violet 151,Common,Normal,58.0,62.38,1.85,3.59,0.11,1.3478571499999998,1.16782258,2.5857143,2.215,0.11,0.12064516,5882.0,199.0,5683.0,3.48,3.59,2.97,2.545,2.39,3.59,0.11,,,,0.11,0.8775757636363637,1.0412111133333333,1.0412111133333333,1.0412111133333333,-89.43537976195375,1.2366099347045587
Kadabra,019bffaa-1a47-7762-8bb4-3d06b8e383ed,064/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,42.0,72.94,0.98,1.66,0.3,1.24857139,1.139381735,2.2157142,1.9916667,0.28142858,0.28709677,5013.0,70.0,4943.0,1.36,1.66,1.99,1.99,1.79,1.66,0.29,,,,0.29,0.7013636363636363,0.8284999999999999,0.8284999999999999,0.8284999999999999,-63.78998189499095,0.9886730483591246
Kadabra,019c3ac3-ec71-70da-b908-d4fb4e06c509,064/165,SV: Scarlet & Violet 151,Uncommon,Normal,42.0,72.94,0.575,0.99,0.16,1.005,1.03640071,1.86,1.8847369,0.15,0.18806452,5647.0,169.0,5478.0,0.83,0.99,1.245,1.61,1.89,0.99,0.1,,,,0.25,0.46106060909090907,0.7807222233333332,0.7807222233333332,0.7807222233333332,-79.506155298504,0.8993900329685631
Kadabra,019bffab-58b9-77cf-912c-df01bb94d795,,SV: Scarlet & Violet 151,,Normal,42.0,72.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,019bffaa-1a47-7762-8bb4-411aa1e3d814,065/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,11.0,93.4,3.135,3.99,2.28,2.58285715,2.412058,3.19,2.7396,1.9757143,2.084516,12152.0,266.0,11886.0,1.7100000000000004,2.99,3.59,2.99,2.75,4.99,2.04,,,,5.4,2.458392857142857,2.4540833333333336,2.4540833333333336,2.4540833333333336,-7.093619477741199,0.6378609469497865
Alakazam,019bffab-58b9-77cf-912b-3f5b297454ea,188/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,11.0,93.4,13.345,11.3,15.39,14.724286,14.670968,,,14.724286,14.670968,5885.0,312.0,5573.0,-4.09,11.3,15.24,14.49,14.85,11.3,12.24,,,,19.94,14.165384615384614,14.557849451612904,14.557849451612904,14.557849451612904,5.716163992167813,2.02908834667427
Alakazam,019bffab-58b9-77cf-912b-b4cb57a7ddb5,201/165,SV: Scarlet & Violet 151,Special Illustration Rare,Holofoil,11.0,93.4,78.1575,71.055,85.26,81.25607,79.106237,76.86071,76.85667,85.65143,81.355804,5077.0,407.0,4670.0,-14.204999999999998,66.0,72.64,73.1,75.0,79.06,85.26,,,,85.26,80.63881733333334,79.032242,79.032242,79.032242,7.880021928265693,4.8941267708240135
Alakazam,019bffa9-14a4-732a-bc78-01a2ac44a30b,,SV: Scarlet & Violet 151,,Normal,11.0,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,019bffab-58b9-77cf-912c-4f265e049ce3,,SV: Scarlet & Violet 151,,Normal,11.0,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,019bffac-ba77-77e9-b32e-76a598683719,,SV: Scarlet & Violet 151,Code Card,Normal,11.0,93.4,0.09,,0.09,0.09,0.09290323,,,0.09,0.09290323,,,322.0,,,,,,,0.09,,,,0.09,0.09,0.09266666666666669,0.09266666666666669,0.09266666666666669,-2.8776978417266457,0.004497764451088041
Machop,019bffaa-1a47-7762-8bb4-45af13bc40d4,066/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,95.0,37.96,0.615,1.0,0.23,0.861785695,0.845070565,1.4778571,1.475625,0.24571429,0.21451613,4114.0,38.0,4076.0,0.77,1.0,1.535,1.535,1.5,1.0,0.2,,,,0.29,0.5486363636363637,0.4558333333333333,0.4558333333333333,0.4558333333333333,-49.54296160877513,0.5058930024076805
Machop,019c3ac3-ec71-70da-b908-da487b8cc141,066/165,SV: Scarlet & Violet 151,Common,Normal,95.0,37.96,1.14,2.19,0.09,0.7787143375000001,0.77735489,1.4860001,1.4860001,0.071428575,0.06870968,4862.0,22.0,4840.0,2.1,2.19,2.19,1.72,1.25,2.19,0.02,,,,0.25,0.07,0.06833333333333334,0.06833333333333334,0.06833333333333334,31.70731707317071,0.011472105098991154
Machop,019bffaa-1a47-7762-8bb4-494e36a9ecd7,067/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,95.0,37.96,0.905,1.5,0.31,0.8285714000000001,0.934435485,1.3371428,1.585,0.32,0.28387097,3368.0,47.0,3321.0,1.19,1.5,1.745,1.48,1.48,1.5,0.29,,,,0.29,0.5754999999999999,0.4851666666666666,0.4851666666666666,0.4851666666666666,-36.10443146684987,0.487694228917608
Machop,019bffab-58b9-77cf-912b-67c4d73f2f4a,177/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,95.0,37.96,24.12,22.0,26.24,25.246071,25.7118975,22.606428,24.791538,27.885714,26.632257,7291.0,448.0,6843.0,-4.239999999999998,22.0,23.495,22.5,24.65,22.0,20.0,,,,27.43,25.577083285714284,25.983722233333335,25.983722233333335,25.983722233333335,0.9863012095237698,2.2713360273831493
Machop,019c3ac3-ec71-70da-b908-ddfe7379107e,067/165,SV: Scarlet & Violet 151,Uncommon,Normal,95.0,37.96,1.395,2.6,0.19,2.8041665,2.807714885,5.438333,5.438333,0.17,0.17709677,4246.0,21.0,4225.0,2.41,2.6,2.6,2.6,2.6,2.6,0.19,,,,0.19,0.16875,0.7035,0.7035,0.7035,-72.99218194740583,2.0601954836943226
Machoke,019bffaa-1a47-7762-8bb4-494e36a9ecd7,067/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,71.0,53.8,0.905,1.5,0.31,0.8285714000000001,0.934435485,1.3371428,1.585,0.32,0.28387097,3368.0,47.0,3321.0,1.19,1.5,1.745,1.48,1.48,1.5,0.29,,,,0.29,0.5754999999999999,0.4851666666666666,0.4851666666666666,0.4851666666666666,-36.10443146684987,0.487694228917608
Machoke,019bffab-58b9-77cf-912b-67c4d73f2f4a,177/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,71.0,53.8,24.12,22.0,26.24,25.246071,25.7118975,22.606428,24.791538,27.885714,26.632257,7291.0,448.0,6843.0,-4.239999999999998,22.0,23.495,22.5,24.65,22.0,20.0,,,,27.43,25.577083285714284,25.983722233333335,25.983722233333335,25.983722233333335,0.9863012095237698,2.2713360273831493
Machoke,019c3ac3-ec71-70da-b908-ddfe7379107e,067/165,SV: Scarlet & Violet 151,Uncommon,Normal,71.0,53.8,1.395,2.6,0.19,2.8041665,2.807714885,5.438333,5.438333,0.17,0.17709677,4246.0,21.0,4225.0,2.41,2.6,2.6,2.6,2.6,2.6,0.19,,,,0.19,0.16875,0.7035,0.7035,0.7035,-72.99218194740583,2.0601954836943226
Machamp,019bffaa-1a47-7762-8bb4-4ef0a99f1c96,068/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,43.0,72.28,1.475,1.69,1.26,1.6295000000000002,1.5593333,2.059,2.059,1.2,1.0596666,5765.0,100.0,5665.0,0.4299999999999999,1.69,1.69,1.69,2.12,1.69,0.5,,,,1.91,1.2555555555555555,1.2108333333333334,1.2108333333333334,1.2108333333333334,4.060564349621465,0.3543719148338204
Machamp,019c3ac3-ec71-70da-b908-e36a7002a188,068/165,SV: Scarlet & Violet 151,Rare,Holofoil,43.0,72.28,0.655,0.99,0.32,0.943214285,0.92648186,1.595,1.578125,0.29142857,0.27483872,3003.0,103.0,2900.0,0.6699999999999999,0.99,0.99,1.75,1.645,0.99,0.2,,,,0.4,0.523,0.6204999999999999,0.6204999999999999,0.6204999999999999,-48.42868654311039,0.6086139566883609
Machamp,019bffab-58b9-77cf-912c-e16586a24924,,SV: Scarlet & Violet 151,,Normal,43.0,72.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellsprout,019bffaa-1a47-7762-8bb4-971607913a26,069/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,136.0,10.9,1.0475,1.865,0.23,0.8499285750000001,0.853016125,1.447,1.447,0.25285715,0.25903225,3974.0,39.0,3935.0,1.635,1.57,1.57,1.57,1.57,2.16,0.29,,,,0.3,0.5435000000000001,0.41350000000000003,0.41350000000000003,0.41350000000000003,-44.37726723095526,0.4262489761338699
Bellsprout,019c3ac3-ec71-70da-b908-e4388d83f975,069/165,SV: Scarlet & Violet 151,Common,Normal,136.0,10.9,1.02,1.98,0.06,0.8400000000000001,0.8464516150000001,1.6,1.6,0.08,0.09290323,1886.0,20.0,1866.0,1.92,1.98,1.98,1.98,1.6,1.98,0.01,,,,0.01,0.08374999999999999,0.15366666666666667,0.15366666666666667,0.15366666666666667,-60.95444685466378,0.34595677758070154
Weepinbell,019bffaa-1a47-7762-8bb4-a123b646d047,070/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,140.0,8.26,4.07,6.06,2.08,2.45428575,2.32689515,2.847143,2.7325,2.0614285,1.9212903,4945.0,93.0,4852.0,3.98,6.06,4.03,2.23,2.28,6.06,3.14,,,,3.14,2.410833333333333,2.2253333333333334,2.2253333333333334,2.2253333333333334,-6.530856800479327,0.7984499350933498
Weepinbell,019c3ac3-ec71-70da-b908-e81c3be88231,070/165,SV: Scarlet & Violet 151,Common,Normal,140.0,8.26,0.715,1.25,0.18,1.038214285,1.02798387,1.895,1.895,0.18142857,0.16096774,1508.0,60.0,1448.0,1.07,1.25,1.995,2.49,1.745,1.25,0.15,,,,0.15,0.5429999999999999,0.44683333333333336,0.44683333333333336,0.44683333333333336,-59.716523685192094,0.7075412542295904
Victreebel,019bffaa-1a47-7762-8bb4-a42e652d247c,071/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,93.0,39.28,1.12,2.0,0.24,0.96678576,0.975457025,1.6892858,1.7083334,0.24428572,0.24258065,4023.0,52.0,3971.0,1.76,2.0,2.0,2.0,1.645,2.0,0.24,,,,0.29,0.44,0.5705000000000001,0.5705000000000001,0.5705000000000001,-57.93163891323402,0.6515450470043205
Victreebel,019c3ac3-ec71-70da-b908-ec548bf4b8f3,071/165,SV: Scarlet & Violet 151,Uncommon,Normal,93.0,39.28,0.7150000000000001,1.3,0.13,0.99916665,1.00529568,1.8683333,1.8683333,0.13,0.14225806,4203.0,32.0,4171.0,1.17,1.3,1.995,1.895,1.895,1.3,0.04,,,,0.04,0.5050000000000001,0.4816666666666667,0.4816666666666667,0.4816666666666667,-73.01038062283737,0.7734788557096341
Tentacool,019bffaa-1a47-7762-8bb4-abc5fe4c1d50,072/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,139.0,8.92,1.055,1.89,0.22,0.974999985,0.968760125,1.7285714,1.7268751,0.22142857,0.21064515,3784.0,38.0,3746.0,1.67,1.89,1.89,1.89,1.89,1.89,0.19,,,,0.29,0.21875,0.47200000000000003,0.47200000000000003,0.47200000000000003,-53.38983050847458,0.613258116327358
Tentacool,019c3ac3-ec71-70da-b908-f38ecad81afd,072/165,SV: Scarlet & Violet 151,Common,Normal,139.0,8.92,1.03,1.99,0.07,1.104047685,1.111397915,2.1566668,2.1566668,0.05142857,0.06612903,4308.0,17.0,4291.0,1.92,1.99,1.99,1.99,1.99,1.99,0.1,,,,0.25,0.26555555555555554,0.1933333333333333,0.1933333333333333,0.1933333333333333,-63.79310344827586,0.48736684005132025
